gene,sl_score,sl_n_drivers,sl_drivers,deg_score,deg_cancers,drug_score,n_drugs,approved_drugs,drug_names,immune_score,actionability
HNRNPD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNF146,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF345,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GPX1P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GLYATL1P4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UFSP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-1280P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRELID3A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TPMT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC026470.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LEMD3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FARSB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FSTL1,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
TSTD3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BOLA3-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TBL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC6A14,0.0,0,,0.0,BRCA(↓-2.3),0.0,0,0,,0.0,0.0
COX10-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VDAC1P8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PAM16,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UAP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LONP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CAMK2G,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC092747.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNORA63C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HSPB6,0.0,0,,0.0,"BRCA(↓-3.8), LUAD(↓-2.5)",0.0,0,0,,0.0,0.0
SLFN11,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
PSMD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HAGH,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RN7SL336P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MLLT3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC091429.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FBXL14,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LCMT2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU4-1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VPS37B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANGPT1,0.0,0,,0.0,"BRCA(↓-2.1), LUAD(↓-2.3)",0.0,0,0,,0.0,0.0
ZNF253,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PIP4K2B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LAMC1-AS1,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
MBLAC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
USPL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ACACA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATP13A3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL445222.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC02585,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NTAQ1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C1QB,0.0,0,,0.0,LUAD(↓-1.9),0.0,0,0,,0.0,0.0
TSSK5P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HMGB3P10,0.0,0,,0.0,BRCA(↓-1.4),0.0,0,0,,0.0,0.0
FRMD6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM149A,0.0,0,,0.0,BRCA(↓-1.6),0.0,0,0,,0.0,0.0
SPAG17,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CFAP20,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BANP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SDE2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PAQR8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC017104.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANO2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL138785.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNMT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC011442.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCDC59,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATP11A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CEP290,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HDAC8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CLSTN2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HPS3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL031722.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KRTDAP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SERPINA1,0.0,0,,0.0,LUAD(↓-1.6),0.0,0,0,,0.0,0.0
VPS13B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL031600.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ERCC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CTNS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BTBD16,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RRAGB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF346-IT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCR5AS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAF3IP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NOL4L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KLHDC3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CC2D1A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL39P38,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC097641.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF484,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
OSBPL3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC008115.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF879,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
STK31,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARSG,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FOLR3,0.0,0,,0.0,LUAD(↓-2.4),0.0,0,0,,0.0,0.0
GID8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ALAS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL445187.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GAMT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CD163L1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TIGD3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC133473.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TIMM29,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GLRX5P2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC010378.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC027644.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RRAGA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC009812.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM273,0.0,0,,0.0,"BRCA(↓-1.8), LUAD(↓-1.7)",0.0,0,0,,0.0,0.0
RASGRP2,0.0,0,,0.0,LUAD(↓-1.2),0.0,0,0,,0.0,0.0
GNG11,0.0,0,,0.0,"BRCA(↓-2.1), LUAD(↓-2.0)",0.0,0,0,,0.0,0.0
SELE,0.0,0,,0.0,LUAD(↓-1.5),0.0,0,0,,0.0,0.0
RDH10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR126,0.0,0,,0.0,LUAD(↓-1.0),0.0,0,0,,0.0,0.0
UPF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RAB21,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SERPINF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EHBP1,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
MNS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FOXK2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC02352,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC00910,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAGEA4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLCO2B1,0.0,0,,0.0,LUAD(↓-1.7),0.0,0,0,,0.0,0.0
BTK,0.0,0,,0.0,LUAD(↓-1.5),0.0,0,0,,0.0,0.0
DDX46,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYO1D,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FLNB-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NBPF12,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PMPCA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
COQ10B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LTB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CD109,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
REPIN1-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC109347.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BCR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FANCL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FCRLA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FPR2,0.0,0,,0.0,LUAD(↓-2.5),0.0,0,0,,0.0,0.0
RNASEH2C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSKH1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DCTN3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRMT9B,0.0,0,,0.0,BRCA(↓-1.5),0.0,0,0,,0.0,0.0
AC137695.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
QSOX1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC000123.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF140,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SMPD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
H3C8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RN7SKP70,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SARAF,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VN1R1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NSG1,0.0,0,,0.0,BRCA(↓-2.1),0.0,0,0,,0.0,0.0
TSPAN4,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
AC004477.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAGEL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTCH2,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
SP100,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR3125,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL355802.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC093484.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GPAT3,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
ITGB6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAV8-3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL37P6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAPK7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC018644.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CDRT15P9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC00235,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL7P32,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC25A14,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNED1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
STK26,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZBTB10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CASP3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL161421.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BMP2,0.0,0,,0.0,"BRCA(↓-1.9), LUAD(↓-2.1)",0.0,0,0,,0.0,0.0
TRDN,0.0,0,,0.0,BRCA(↓-1.5),0.0,0,0,,0.0,0.0
WDR83,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SEC62-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DLX4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZDHHC8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL109976.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MITF,0.0,0,,0.0,"BRCA(↓-1.1), LUAD(↓-1.3)",0.0,0,0,,0.0,0.0
COL6A3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PCGF5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
JMY,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C6orf15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LRRN4,0.0,0,,0.0,LUAD(↓-1.6),0.0,0,0,,0.0,0.0
RPL34P34,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MCCC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MID1,0.0,0,,0.0,BRCA(↓-1.8),0.0,0,0,,0.0,0.0
XYLB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC113410.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TFB1M,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM126A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL353748.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF805,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RBBP5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
USP48,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL645608.7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EXOC3L4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNORA66,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PDE1C,0.0,0,,0.0,"BRCA(↓-2.1), LUAD(↓-1.1)",0.0,0,0,,0.0,0.0
AL359220.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
OR2I1P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
XAGE2,0.0,0,,0.0,LUAD(↓-2.2),0.0,0,0,,0.0,0.0
MECOM,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
CFAP61,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EPHX2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAK1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FARP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NUCB1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FOS,0.0,0,,0.0,"BRCA(↓-2.7), LUAD(↓-1.7)",0.0,0,0,,0.0,0.0
PROM1,0.0,0,,0.0,BRCA(↓-1.9),0.0,0,0,,0.0,0.0
CEBPA-DT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR548N,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRKAR2A-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AGAP9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RIMKLB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MT-CO1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TEP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CTXND1,0.0,0,,0.0,LUAD(↓-2.1),0.0,0,0,,0.0,0.0
CLCC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPS6KL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC015849.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM218A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PEX12,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LAMB2P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PDIA2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LEPROT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CSNK1G1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ETS2,0.0,0,,0.0,"BRCA(↓-1.4), LUAD(↓-1.2)",0.0,0,0,,0.0,0.0
DHRS13,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HECW2-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSPC1-AS2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TIFA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EPAS1,0.0,0,,0.0,"BRCA(↓-1.9), LUAD(↓-2.7)",0.0,0,0,,0.0,0.0
TTC26,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ABHD13,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
XG,0.0,0,,0.0,BRCA(↓-1.3),0.0,0,0,,0.0,0.0
LRRC75A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPP1R13B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSME3IP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DIO3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PANX1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CEBPB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-883P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DPYSL3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARPC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IDNK,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRA2A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR6774,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CKMT2,0.0,0,,0.0,BRCA(↓-1.9),0.0,0,0,,0.0,0.0
MICOS10P3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CMSS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL26P6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LLGL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC083799.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AF131215.7,0.0,0,,0.0,LUAD(↓-1.2),0.0,0,0,,0.0,0.0
DHRS7B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRRG1,0.0,0,,0.0,BRCA(↓-1.0),0.0,0,0,,0.0,0.0
MEX3C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMUB1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BIVM,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C10orf143,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EEF1A1P8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SUN3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU5B-2P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZFPM2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MORF4L2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PES1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRPF3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPFIA4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL022328.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANAPC5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LCP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNF144A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CEBPA,0.0,0,,0.0,"BRCA(↓-1.4), LUAD(↓-1.0)",0.0,0,0,,0.0,0.0
GLTPD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMTC1,0.0,0,,0.0,"BRCA(↓-2.2), LUAD(↓-1.4)",0.0,0,0,,0.0,0.0
TTC28-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMED5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GLUD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LRRC39,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLPP3,0.0,0,,0.0,"BRCA(↓-1.9), LUAD(↓-1.4)",0.0,0,0,,0.0,0.0
MNAT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NCBP2-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LRP4,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
AL132989.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTPN23,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRDV1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HSPA4L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNA5SP108,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RMDN3,0.0,0,,0.0,LUAD(↓-1.0),0.0,0,0,,0.0,0.0
TAF1C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MST1L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC098614.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ALDH5A1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC087645.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC068790.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM189A2,0.0,0,,0.0,"BRCA(↓-2.1), LUAD(↓-2.8)",0.0,0,0,,0.0,0.0
RIOX2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SPRR2D,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNF115,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KLK1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RN7SL221P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RSPO1,0.0,0,,0.0,"BRCA(↓-1.4), LUAD(↓-2.3)",0.0,0,0,,0.0,0.0
ZFP3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC011468.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ADCY1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC008966.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC1A3,0.0,0,,0.0,BRCA(↓-1.0),0.0,0,0,,0.0,0.0
CMTM1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARHGAP5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ENTPD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC108047.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL133351.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CD300LF,0.0,0,,0.0,LUAD(↓-2.0),0.0,0,0,,0.0,0.0
TNRC6C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HSPE1P26,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC079305.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANKRD30A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TPGS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SPOPL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL022069.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
COL6A2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRKAA2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CD27-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SUGT1P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PHKA1P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EMD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CD38,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EBF2,0.0,0,,0.0,BRCA(↓-1.7),0.0,0,0,,0.0,0.0
KIAA1671,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PCDHB2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TP53BP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DRC1,0.0,0,,0.0,LUAD(↓-1.5),0.0,0,0,,0.0,0.0
AC134043.3,0.0,0,,0.0,BRCA(↓-2.0),0.0,0,0,,0.0,0.0
EDEM1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01315,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL132657.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC130456.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL049836.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PEX11A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01238,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC008507.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
APBA1,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
FKBPL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM104,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF254,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BTBD7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RAB40B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NAA38,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LIG1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC093797.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LRRIQ1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF426-DT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PEAR1,0.0,0,,0.0,"BRCA(↓-1.9), LUAD(↓-1.9)",0.0,0,0,,0.0,0.0
PBX2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMUB2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ADCY6-DT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DLG5-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC023300.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ABHD6,0.0,0,,0.0,"BRCA(↓-1.1), LUAD(↓-1.3)",0.0,0,0,,0.0,0.0
AC116609.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC35A1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
